text,label
PM Modi inaugurates quarterly monetary policy.,True
Reliance Industries reports green energy initiative.,True
We watched the weekend :),General
Leaked document: Secret society finds cure for all viruses using lemon water.,Fake
BCCI sources claim: Government finds cure for all viruses using lemon water.,Fake
Urgent warning: Secret society declares Indian National Anthem best in the world.,Fake
Leaked document: Local doctor will charge money for every message.,Fake
Just checking if this works.,General
Hidden truth! Local doctor finds cure for all viruses using lemon water.,Fake
We miss the gym today,General
Tata Motors inaugurates economic growth data.,True
So love a new movie lol,General
I hate this weather,General
Election Commission successfully launches infrastructure project.,True
Breaking News: Local doctor finds cure for all viruses using lemon water.,Fake
Forward to 10 people! RBI finds cure for all viruses using lemon water.,Fake
Breaking News: RBI puts nano GPS chip in ₹2000 notes.,Fake
ISRO declares new space mission.,True
Indian Army declares election dates for assembly.,True
Hidden truth! WHO bans WhatsApp starting tonight.,Fake
My friends and I had the gym today anyone?,General
Who else miss sleeping all day,General
RBI concludes foreign direct investment.,True
Leaked document: UNESCO declares Indian National Anthem best in the world.,Fake
Just had the weekend,General
My friends and I had dinner at a restaurant,General
Lok Sabha passes new bill on green energy initiative.,True
Sensex successfully launches new space mission.,True
So hate the gym today :),General
Who else went to a new movie!,General
Who else had the weekend tbh,General
Urgent warning: RBI finds cure for all viruses using lemon water.,Fake
We watched a new movie...,General
Just checking if this works.,General
Just checking if this works.,General
Who else watched a new movie...,General
Finance Ministry announces election dates for assembly.,True
Election Commission reports economic growth data.,True
Just had a new movie :),General
BCCI sources claim: Government declares Indian National Anthem best in the world.,Fake
Who else watched the weekend!,General
Anyone hate working on a project anyone?,General
I bought a new movie,General
Hidden truth! Local doctor will charge money for every message.,Fake
So bought the gym today!,General
DRDO announces election dates for assembly.,True
I miss the weekend anyone?,General
My friends and I had a great coffee :),General
Good morning everyone!,General
I watched this weather...,General
Breaking News: WhatsApp CEO puts nano GPS chip in ₹2000 notes.,Fake
Just went to this weather tbh,General
Supreme Court invests in foreign direct investment.,True
I had the gym today!,General
Good morning everyone!,General
Sensex announces infrastructure project.,True
We had a great coffee...,General
Who else love a great coffee!,General
We love a great coffee anyone?,General
Lok Sabha concludes foreign direct investment.,True
Hello world this is a test post.,General
Who else had this weather!,General
We bought a new movie!,General
Anyone miss a great coffee lol,General
BCCI sources claim: Secret society finds cure for all viruses using lemon water.,Fake
Leaked document: Local doctor finds cure for all viruses using lemon water.,Fake
Hidden truth! WhatsApp CEO will charge money for every message.,Fake
Just love sleeping all day...,General
Who else had dinner at a restaurant...,General
My friends and I am thinking about working on a project lol,General
Lok Sabha concludes election dates for assembly.,True
I went to working on a project :),General
Leaked document: Local doctor will charge money for every message.,Fake
So miss a great coffee tbh,General
Who else bought sleeping all day!,General
PM Modi successfully launches foreign direct investment.,True
Nifty 50 concludes election dates for assembly.,True
Hi guys what's up.,General
I love the weekend lol,General
Anyone went to working on a project lol,General
Just hate working on a project anyone?,General
Who else miss a new movie...,General
Good morning everyone!,General
My friends and I went to dinner at a restaurant,General
RBI invests in new space mission.,True
BCCI sources claim: WHO will charge money for every message.,Fake
Hello world this is a test post.,General
Just went to dinner at a restaurant :),General
Indian Army inaugurates new space mission.,True
Just miss a new movie :),General
Hidden truth! WHO bans WhatsApp starting tonight.,Fake
Reliance Industries inaugurates election dates for assembly.,True
Just had this weather :),General
So bought sleeping all day tbh,General
Hello world this is a test post.,General
Nifty 50 reports foreign direct investment.,True
Good morning everyone!,General
Urgent warning: Local doctor bans WhatsApp starting tonight.,Fake
Indian Army reports new space mission.,True
Leaked document: RBI finds cure for all viruses using lemon water.,Fake
Forward to 10 people! Secret society puts nano GPS chip in ₹2000 notes.,Fake
My friends and I had sleeping all day lol,General
Nifty 50 inaugurates economic growth data.,True
BCCI sources claim: WHO will charge money for every message.,Fake
Just had working on a project...,General
Breaking News: UNESCO bans WhatsApp starting tonight.,Fake
RBI declares election dates for assembly.,True
So watched a new movie lol,General
Forward to 10 people! Secret society bans WhatsApp starting tonight.,Fake
Breaking News: WhatsApp CEO declares lockdown from tomorrow.,Fake
DRDO invests in foreign direct investment.,True
We had dinner at a restaurant anyone?,General
Urgent warning: Government will charge money for every message.,Fake
Nifty 50 successfully launches economic growth data.,True
So bought the weekend :),General
Hi guys what's up.,General
Who else watched this weather tbh,General
We hate dinner at a restaurant,General
Urgent warning: Secret society bans WhatsApp starting tonight.,Fake
Who else went to the gym today anyone?,General
My friends and I bought the weekend,General
Just checking if this works.,General
My friends and I watched sleeping all day,General
Reliance Industries reports green energy initiative.,True
ISRO successfully launches infrastructure project.,True
PM Modi announces infrastructure project.,True
Sensex successfully launches quarterly monetary policy.,True
Hidden truth! Secret society declares Indian National Anthem best in the world.,Fake
I love sleeping all day!,General
We had dinner at a restaurant,General
PM Modi declares quarterly monetary policy.,True
We went to this weather :),General
Leaked document: UNESCO puts nano GPS chip in ₹2000 notes.,Fake
Election Commission declares infrastructure project.,True
Anyone had this weather lol,General
Just had a new movie :),General
Nifty 50 concludes green energy initiative.,True
Supreme Court declares new space mission.,True
Finance Ministry concludes infrastructure project.,True
PM Modi passes new bill on new space mission.,True
BCCI sources claim: Government bans WhatsApp starting tonight.,Fake
Tata Motors reports new space mission.,True
So had sleeping all day,General
RBI successfully launches election dates for assembly.,True
Anyone love this weather anyone?,General
Indian Army concludes election dates for assembly.,True
Hello world this is a test post.,General
Leaked document: WhatsApp CEO declares Indian National Anthem best in the world.,Fake
BCCI sources claim: Local doctor declares Indian National Anthem best in the world.,Fake
Hello world this is a test post.,General
ISRO announces infrastructure project.,True
Breaking News: Local doctor finds cure for all viruses using lemon water.,Fake
We had sleeping all day...,General
Breaking News: UNESCO finds cure for all viruses using lemon water.,Fake
PM Modi announces election dates for assembly.,True
Anyone watched the gym today...,General
Leaked document: WHO will charge money for every message.,Fake
Lok Sabha announces election dates for assembly.,True
Hidden truth! Local doctor puts nano GPS chip in ₹2000 notes.,Fake
Lok Sabha announces economic growth data.,True
So bought a great coffee!,General
My friends and I hate a new movie...,General
Urgent warning: Local doctor finds cure for all viruses using lemon water.,Fake
Reliance Industries concludes green energy initiative.,True
Hidden truth! RBI will charge money for every message.,Fake
Election Commission reports foreign direct investment.,True
